"sample","n_individuos"
"planta_1665",0
"planta_1666",0
"planta_1667",13
"planta_1668",0
"planta_1669",0
"planta_1670",6
"planta_1671",3
"planta_1672",0
"planta_1673",0
"planta_1674",9
"planta_1675",0
"planta_1676",0
"planta_1677",3
"planta_1678",5
"planta_1679",0
"planta_1680",0
"planta_1681",0
"planta_1682",0
"planta_1683",0
"planta_1684",0
"planta_1685",0
"planta_1686",8
"planta_1687",0
"planta_1688",7
"planta_1689",0
"planta_1690",0
"planta_1691",0
"planta_1692",7
"planta_1693",0
"planta_1694",0
"planta_1695",0
"planta_1696",8
"planta_1697",0
"planta_1698",0
"planta_1699",0
"planta_1700",4
"planta_1701",4
"planta_1702",0
"planta_1703",15
"planta_1704",0
"planta_1705",2
"planta_1706",0
"planta_1707",3
"planta_1708",0
"planta_1709",0
"planta_1710",0
"planta_1711",0
"planta_1712",34
"planta_1713",2
"planta_1714",0
"planta_1715",0
"planta_1716",0
"planta_1717",0
"planta_1718",27
"planta_1719",0
"planta_1720",0
"planta_1721",41
"planta_1722",1
"planta_1723",21
"planta_1724",0
"planta_1725",0
"planta_1726",6
"planta_1727",34
"planta_1728",37
"planta_1729",0
"planta_1730",0
"planta_1731",0
"planta_1732",70
"planta_1733",0
"planta_1734",0
"planta_1735",0
"planta_1736",1
"planta_1737",2
"planta_1738",1
"planta_1739",0
"planta_1740",0
"planta_1741",4
"planta_1742",0
"planta_1743",0
"planta_1744",2
"planta_1745",0
"planta_1746",0
"planta_1747",0
"planta_1748",0
"planta_1749",1
"planta_1750",0
"planta_1751",61
"planta_1752",2
"planta_1753",0
"planta_1754",0
"planta_1755",0
"planta_1756",0
"planta_1757",0
"planta_1758",0
"planta_1759",0
"planta_1760",0
"planta_1761",1
"planta_1762",0
"planta_1763",81
"planta_1764",0
"planta_1765",22
"planta_1766",0
"planta_1767",1
"planta_1768",0
"planta_1769",9
"planta_1770",0
"planta_1771",0
"planta_1772",1
"planta_1773",78
"planta_1774",0
"planta_1775",0
"planta_1776",2
"planta_1777",0
"planta_1778",0
"planta_1779",0
"planta_1780",0
"planta_1781",0
"planta_1782",0
"planta_1783",1
"planta_1784",0
"planta_1785",0
"planta_1786",0
"planta_1787",7
"planta_1788",30
"planta_1789",0
"planta_1790",0
"planta_1791",0
"planta_1792",0
"planta_1793",22
"planta_1794",0
"planta_1795",59
"planta_1796",35
"planta_1797",0
"planta_1798",0
"planta_1799",0
"planta_1800",6
"planta_1801",0
"planta_1802",15
"planta_1803",2
"planta_1804",0
"planta_1805",0
"planta_1806",12
"planta_1807",0
"planta_1808",2
"planta_1809",0
"planta_1810",0
"planta_1811",0
"planta_1812",21
"planta_1813",0
"planta_1814",1
"planta_1815",6
"planta_1816",10
"planta_1817",0
"planta_1818",1
"planta_1819",0
"planta_1820",0
"planta_1821",0
"planta_1822",0
"planta_1823",0
"planta_1824",0
"planta_1825",8
"planta_1826",4
"planta_1827",3
"planta_1828",29
"planta_1829",0
"planta_1830",7
"planta_1831",2
"planta_1832",0
"planta_1833",0
"planta_1834",86
"planta_1835",12
"planta_1836",24
"planta_1837",0
"planta_1838",6
"planta_1839",5
"planta_1840",0
"planta_1841",0
"planta_1842",106
"planta_1843",0
"planta_1844",0
"planta_1845",11
"planta_1846",0
"planta_1847",0
"planta_1848",0
"planta_1849",0
"planta_1850",0
"planta_1851",5
"planta_1852",0
"planta_1853",0
"planta_1854",0
"planta_1855",0
"planta_1856",0
"planta_1857",0
"planta_1858",0
"planta_1859",0
"planta_1860",0
"planta_1861",0
"planta_1862",0
"planta_1863",0
"planta_1864",0
"planta_1865",0
"planta_1866",0
"planta_1867",1
"planta_1868",14
"planta_1869",4
"planta_1870",11
"planta_1871",0
"planta_1872",66
"planta_1873",0
"planta_1874",2
"planta_1875",0
"planta_1876",74
"planta_1877",0
"planta_1878",4
"planta_1879",5
"planta_1880",0
"planta_1881",0
"planta_1882",62
"planta_1883",0
"planta_1884",0
"planta_1885",1
"planta_1886",0
"planta_1887",0
"planta_1888",1
"planta_1889",0
"planta_1890",10
"planta_1891",4
"planta_1892",5
"planta_1893",14
"planta_1894",7
"planta_1895",0
"planta_1896",2
"planta_1897",0
"planta_1898",0
"planta_1899",48
"planta_1900",2
"planta_1901",0
"planta_1902",0
"planta_1903",45
"planta_1904",74
"planta_1905",1
"planta_1906",0
"planta_1907",0
"planta_1908",0
"planta_1909",0
"planta_1910",10
"planta_1911",63
"planta_1912",0
"planta_1913",49
"planta_1914",96
"planta_1915",0
"planta_1916",0
"planta_1917",0
"planta_1918",0
"planta_1919",0
"planta_1920",0
"planta_1921",1
"planta_1922",0
"planta_1923",3
"planta_1924",0
"planta_1925",0
"planta_1926",0
"planta_1927",8
"planta_1928",0
"planta_1929",0
"planta_1930",0
"planta_1931",0
"planta_1932",5
"planta_1933",0
"planta_1934",0
"planta_1935",25
"planta_1936",0
"planta_1937",0
"planta_1938",0
"planta_1939",1
"planta_1940",0
"planta_1941",2
"planta_1942",0
"planta_1943",0
"planta_1944",63
"planta_1945",0
"planta_1946",4
"planta_1947",4
"planta_1948",0
"planta_1949",5
"planta_1950",0
"planta_1951",0
"planta_1952",0
"planta_1953",0
"planta_1954",0
"planta_1955",0
"planta_1956",0
"planta_1957",0
"planta_1958",0
"planta_1959",24
"planta_1960",0
"planta_1961",0
"planta_1962",6
"planta_1963",5
"planta_1964",10
"planta_1965",0
"planta_1966",4
"planta_1967",1
"planta_1968",0
"planta_1969",0
"planta_1970",0
"planta_1971",0
"planta_1972",53
"planta_1973",3
"planta_1974",0
"planta_1975",18
"planta_1976",69
"planta_1977",0
"planta_1978",1
"planta_1979",0
"planta_1980",0
"planta_1981",0
"planta_1982",0
"planta_1983",0
"planta_1984",8
"planta_1985",0
"planta_1986",19
"planta_1987",0
"planta_1988",11
"planta_1989",5
"planta_1990",0
"planta_1991",0
"planta_1992",12
"planta_1993",0
"planta_1994",0
"planta_1995",0
"planta_1996",0
"planta_1997",0
"planta_1998",0
"planta_1999",4
"planta_2000",0
"planta_2001",0
"planta_2002",1
"planta_2003",83
"planta_2004",0
"planta_2005",76
"planta_2006",0
"planta_2007",0
"planta_2008",0
"planta_2009",3
"planta_2010",0
"planta_2011",3
"planta_2012",0
"planta_2013",0
"planta_2014",0
"planta_2015",2
"planta_2016",0
"planta_2017",0
"planta_2018",4
"planta_2019",25
"planta_2020",4
"planta_2021",19
"planta_2022",0
"planta_2023",0
"planta_2024",0
"planta_2025",0
"planta_2026",0
"planta_2027",3
"planta_2028",0
"planta_2029",4
"planta_2030",0
"planta_2031",0
"planta_2032",0
"planta_2033",84
"planta_2034",0
"planta_2035",0
"planta_2036",1
"planta_2037",0
"planta_2038",6
"planta_2039",0
"planta_2040",2
"planta_2041",0
"planta_2042",1
"planta_2043",0
"planta_2044",0
"planta_2045",24
"planta_2046",0
"planta_2047",0
"planta_2048",0
"planta_2049",0
"planta_2050",3
"planta_2051",1
"planta_2052",4
"planta_2053",33
"planta_2054",0
"planta_2055",3
"planta_2056",0
"planta_2057",0
"planta_2058",0
"planta_2059",0
"planta_2060",0
"planta_2061",0
"planta_2062",0
"planta_2063",0
"planta_2064",0
"planta_2065",1
"planta_2066",15
"planta_2067",0
"planta_2068",0
"planta_2069",0
"planta_2070",9
"planta_2071",4
"planta_2072",0
"planta_2073",0
"planta_2074",0
"planta_2075",3
"planta_2076",0
"planta_2077",0
"planta_2078",19
"planta_2079",0
"planta_2080",10
"planta_2081",29
"planta_2082",0
"planta_2083",0
"planta_2084",1
"planta_2085",0
"planta_2086",4
"planta_2087",0
"planta_2088",0
"planta_2089",0
"planta_2090",0
"planta_2091",0
"planta_2092",0
"planta_2093",2
"planta_2094",69
"planta_2095",0
"planta_2096",0
"planta_2097",29
"planta_2098",17
"planta_2099",0
"planta_2100",3
"planta_2101",0
"planta_2102",0
"planta_2103",0
"planta_2104",0
"planta_2105",0
"planta_2106",0
"planta_2107",0
"planta_2108",0
"planta_2109",0
"planta_2110",7
"planta_2111",22
"planta_2112",0
"planta_2113",1
"planta_2114",0
"planta_2115",0
"planta_2116",0
"planta_2117",6
"planta_2118",0
"planta_2119",0
"planta_2120",0
"planta_2121",0
"planta_2122",0
"planta_2123",0
"planta_2124",0
"planta_2125",1
"planta_2126",5
"planta_2127",0
"planta_2128",20
"planta_2129",0
"planta_2130",6
"planta_2131",0
"planta_2132",0
"planta_2133",5
"planta_2134",0
"planta_2135",0
"planta_2136",0
"planta_2137",0
"planta_2138",122
"planta_2139",4
"planta_2140",9
"planta_2141",0
"planta_2142",0
"planta_2143",1
"planta_2144",0
"planta_2145",41
"planta_2146",0
"planta_2147",0
"planta_2148",0
"planta_2149",3
"planta_2150",3
"planta_2151",1
"planta_2152",0
"planta_2153",0
"planta_2154",0
"planta_2155",1
"planta_2156",3
"planta_2157",0
"planta_2158",0
"planta_2159",9
"planta_2160",0
"planta_2161",0
"planta_2162",0
"planta_2163",0
"planta_2164",3
"planta_2165",0
"planta_2166",0
"planta_2167",9
"planta_2168",0
"planta_2169",0
"planta_2170",0
"planta_2171",0
"planta_2172",0
"planta_2173",0
"planta_2174",0
"planta_2175",32
"planta_2176",0
"planta_2177",0
"planta_2178",0
"planta_2179",0
"planta_2180",0
"planta_2181",1
"planta_2182",8
"planta_2183",3
"planta_2184",0
"planta_2185",0
"planta_2186",1
"planta_2187",0
"planta_2188",33
"planta_2189",0
"planta_2190",0
"planta_2191",29
"planta_2192",0
"planta_2193",0
"planta_2194",2
"planta_2195",0
"planta_2196",0
"planta_2197",0
"planta_2198",127
"planta_2199",0
"planta_2200",9
"planta_2201",0
"planta_2202",4
"planta_2203",0
"planta_2204",0
"planta_2205",2
"planta_2206",0
"planta_2207",0
"planta_2208",0
"planta_2209",0
"planta_2210",0
"planta_2211",0
"planta_2212",0
"planta_2213",0
"planta_2214",0
"planta_2215",2
"planta_2216",0
"planta_2217",0
"planta_2218",0
"planta_2219",15
"planta_2220",0
"planta_2221",0
"planta_2222",0
"planta_2223",0
"planta_2224",0
"planta_2225",0
"planta_2226",0
"planta_2227",0
"planta_2228",0
"planta_2229",6
"planta_2230",1
"planta_2231",31
"planta_2232",0
"planta_2233",0
"planta_2234",0
"planta_2235",13
"planta_2236",0
"planta_2237",0
"planta_2238",0
"planta_2239",0
"planta_2240",0
"planta_2241",0
"planta_2242",0
"planta_2243",0
"planta_2244",0
"planta_2245",0
"planta_2246",0
"planta_2247",0
"planta_2248",0
"planta_2249",0
"planta_2250",0
"planta_2251",0
"planta_2252",23
"planta_2253",0
"planta_2254",1
"planta_2255",0
"planta_2256",1
"planta_2257",0
"planta_2258",21
"planta_2259",0
"planta_2260",0
"planta_2261",11
"planta_2262",41
"planta_2263",1
"planta_2264",2
"planta_2265",0
"planta_2266",0
"planta_2267",1
"planta_2268",0
"planta_2269",3
"planta_2270",0
"planta_2271",0
"planta_2272",0
"planta_2273",0
"planta_2274",0
"planta_2275",0
"planta_2276",0
"planta_2277",91
"planta_2278",0
"planta_2279",0
"planta_2280",0
"planta_2281",0
"planta_2282",0
"planta_2283",65
"planta_2284",15
"planta_2285",0
"planta_2286",49
"planta_2287",0
"planta_2288",2
"planta_2289",0
"planta_2290",2
"planta_2291",0
"planta_2292",2
"planta_2293",0
"planta_2294",0
"planta_2295",14
"planta_2296",0
"planta_2297",0
"planta_2298",1
"planta_2299",0
"planta_2300",59
"planta_2301",0
"planta_2302",0
"planta_2303",0
"planta_2304",0
"planta_2305",0
"planta_2306",0
"planta_2307",0
"planta_2308",27
"planta_2309",0
"planta_2310",0
"planta_2311",0
"planta_2312",0
"planta_2313",0
"planta_2314",0
"planta_2315",0
"planta_2316",0
"planta_2317",0
"planta_2318",0
"planta_2319",0
"planta_2320",0
"planta_2321",0
"planta_2322",0
"planta_2323",88
"planta_2324",0
"planta_2325",0
"planta_2326",0
"planta_2327",0
"planta_2328",0
"planta_2329",0
"planta_2330",0
"planta_2331",0
"planta_2332",0
"planta_2333",0
"planta_2334",0
"planta_2335",18
"planta_2336",0
"planta_2337",0
"planta_2338",37
"planta_2339",12
"planta_2340",4
"planta_2341",0
"planta_2342",52
"planta_2343",0
"planta_2344",62
"planta_2345",11
"planta_2346",0
"planta_2347",4
"planta_2348",1
"planta_2349",0
"planta_2350",0
"planta_2351",0
"planta_2352",0
"planta_2353",0
"planta_2354",0
"planta_2355",0
"planta_2356",32
"planta_2357",0
"planta_2358",0
"planta_2359",0
"planta_2360",0
"planta_2361",0
"planta_2362",6
"planta_2363",0
"planta_2364",9
"planta_2365",0
"planta_2366",12
"planta_2367",1
"planta_2368",8
"planta_2369",0
"planta_2370",0
"planta_2371",0
"planta_2372",1
"planta_2373",5
"planta_2374",11
"planta_2375",0
"planta_2376",10
"planta_2377",7
"planta_2378",0
"planta_2379",0
"planta_2380",0
"planta_2381",0
"planta_2382",15
"planta_2383",0
"planta_2384",14
"planta_2385",0
"planta_2386",8
"planta_2387",0
"planta_2388",0
"planta_2389",0
"planta_2390",0
"planta_2391",0
"planta_2392",1
"planta_2393",0
"planta_2394",0
"planta_2395",0
"planta_2396",0
"planta_2397",2
"planta_2398",0
"planta_2399",0
"planta_2400",0
"planta_2401",0
"planta_2402",0
"planta_2403",0
"planta_2404",1
"planta_2405",0
"planta_2406",7
"planta_2407",0
"planta_2408",0
"planta_2409",0
"planta_2410",0
"planta_2411",0
"planta_2412",1
"planta_2413",0
"planta_2414",1
"planta_2415",0
"planta_2416",0
"planta_2417",7
"planta_2418",0
"planta_2419",0
"planta_2420",10
"planta_2421",0
"planta_2422",5
"planta_2423",13
"planta_2424",0
"planta_2425",0
"planta_2426",0
"planta_2427",0
"planta_2428",0
"planta_2429",1
"planta_2430",0
"planta_2431",0
"planta_2432",0
"planta_2433",0
"planta_2434",0
"planta_2435",0
"planta_2436",7
"planta_2437",0
"planta_2438",1
"planta_2439",0
"planta_2440",0
"planta_2441",0
"planta_2442",12
"planta_2443",11
"planta_2444",0
"planta_2445",11
"planta_2446",0
"planta_2447",51
"planta_2448",0
"planta_2449",23
"planta_2450",0
"planta_2451",0
"planta_2452",15
"planta_2453",0
"planta_2454",0
"planta_2455",22
"planta_2456",0
"planta_2457",0
"planta_2458",0
"planta_2459",73
"planta_2460",1
"planta_2461",1
"planta_2462",0
"planta_2463",0
"planta_2464",162
"planta_2465",8
"planta_2466",0
"planta_2467",0
"planta_2468",0
"planta_2469",0
"planta_2470",0
"planta_2471",52
"planta_2472",3
"planta_2473",26
"planta_2474",0
"planta_2475",0
"planta_2476",0
"planta_2477",4
"planta_2478",0
"planta_2479",3
"planta_2480",0
"planta_2481",142
"planta_2482",8
"planta_2483",0
"planta_2484",0
"planta_2485",19
"planta_2486",10
"planta_2487",0
"planta_2488",0
"planta_2489",0
"planta_2490",4
"planta_2491",0
"planta_2492",0
"planta_2493",0
"planta_2494",0
"planta_2495",8
"planta_2496",0
"planta_2497",0
"planta_2498",31
"planta_2499",4
"planta_2500",0
"planta_2501",0
"planta_2502",17
"planta_2503",0
"planta_2504",0
"planta_2505",0
"planta_2506",0
"planta_2507",0
"planta_2508",0
"planta_2509",0
"planta_2510",0
"planta_2511",0
"planta_2512",8
"planta_2513",0
"planta_2514",0
"planta_2515",1
"planta_2516",31
"planta_2517",0
"planta_2518",190
"planta_2519",0
"planta_2520",0
"planta_2521",0
"planta_2522",0
"planta_2523",0
"planta_2524",0
"planta_2525",0
"planta_2526",0
"planta_2527",0
"planta_2528",28
"planta_2529",0
"planta_2530",9
"planta_2531",0
"planta_2532",0
"planta_2533",0
"planta_2534",40
"planta_2535",0
"planta_2536",1
"planta_2537",0
"planta_2538",49
"planta_2539",1
"planta_2540",5
"planta_2541",0
"planta_2542",33
"planta_2543",0
"planta_2544",0
"planta_2545",0
"planta_2546",0
"planta_2547",0
"planta_2548",5
"planta_2549",0
"planta_2550",0
"planta_2551",52
"planta_2552",0
"planta_2553",6
"planta_2554",6
"planta_2555",0
"planta_2556",0
"planta_2557",0
"planta_2558",0
"planta_2559",0
"planta_2560",7
"planta_2561",0
"planta_2562",0
"planta_2563",0
"planta_2564",0
"planta_2565",18
"planta_2566",0
"planta_2567",0
"planta_2568",0
"planta_2569",0
"planta_2570",0
"planta_2571",0
"planta_2572",0
"planta_2573",0
"planta_2574",0
"planta_2575",0
"planta_2576",0
"planta_2577",0
"planta_2578",102
"planta_2579",28
"planta_2580",0
"planta_2581",0
"planta_2582",2
"planta_2583",0
"planta_2584",0
"planta_2585",0
"planta_2586",0
"planta_2587",0
"planta_2588",2
"planta_2589",0
"planta_2590",2
"planta_2591",0
"planta_2592",0
"planta_2593",83
"planta_2594",7
"planta_2595",162
"planta_2596",3
"planta_2597",7
"planta_2598",0
"planta_2599",0
"planta_2600",2
"planta_2601",0
"planta_2602",38
"planta_2603",0
"planta_2604",120
"planta_2605",0
"planta_2606",21
"planta_2607",0
"planta_2608",0
"planta_2609",22
"planta_2610",0
"planta_2611",0
"planta_2612",3
"planta_2613",36
"planta_2614",0
"planta_2615",0
"planta_2616",1
"planta_2617",0
"planta_2618",0
"planta_2619",0
"planta_2620",0
"planta_2621",1
"planta_2622",0
"planta_2623",0
"planta_2624",8
"planta_2625",3
"planta_2626",0
"planta_2627",0
"planta_2628",0
"planta_2629",24
"planta_2630",0
"planta_2631",0
"planta_2632",1
"planta_2633",4
"planta_2634",0
"planta_2635",0
"planta_2636",1
"planta_2637",2
"planta_2638",0
"planta_2639",0
"planta_2640",0
"planta_2641",3
"planta_2642",0
"planta_2643",0
"planta_2644",0
"planta_2645",1
"planta_2646",11
"planta_2647",0
"planta_2648",28
"planta_2649",1
"planta_2650",0
"planta_2651",6
"planta_2652",0
"planta_2653",0
"planta_2654",3
"planta_2655",0
"planta_2656",0
"planta_2657",0
"planta_2658",32
"planta_2659",0
"planta_2660",0
"planta_2661",0
"planta_2662",0
"planta_2663",1
"planta_2664",0
"planta_2665",39
"planta_2666",0
"planta_2667",0
"planta_2668",0
"planta_2669",0
"planta_2670",0
"planta_2671",0
"planta_2672",0
"planta_2673",0
"planta_2674",0
"planta_2675",1
"planta_2676",0
"planta_2677",203
"planta_2678",0
"planta_2679",1
"planta_2680",0
"planta_2681",23
"planta_2682",0
"planta_2683",0
"planta_2684",5
"planta_2685",1
"planta_2686",2
"planta_2687",1
"planta_2688",1
"planta_2689",0
"planta_2690",0
"planta_2691",0
"planta_2692",76
"planta_2693",0
"planta_2694",25
"planta_2695",48
"planta_2696",0
"planta_2697",0
"planta_2698",0
"planta_2699",0
"planta_2700",1
"planta_2701",0
"planta_2702",2
"planta_2703",0
"planta_2704",0
"planta_2705",0
"planta_2706",3
"planta_2707",0
"planta_2708",0
"planta_2709",0
"planta_2710",5
"planta_2711",32
"planta_2712",0
"planta_2713",0
"planta_2714",22
"planta_2715",0
"planta_2716",0
"planta_2717",0
"planta_2718",1
"planta_2719",2
"planta_2720",0
"planta_2721",44
"planta_2722",0
"planta_2723",0
"planta_2724",0
"planta_2725",6
"planta_2726",2
"planta_2727",0
"planta_2728",0
"planta_2729",0
"planta_2730",6
"planta_2731",0
"planta_2732",0
"planta_2733",0
"planta_2734",1
"planta_2735",0
"planta_2736",0
"planta_2737",20
"planta_2738",0
"planta_2739",3
"planta_2740",1
"planta_2741",0
"planta_2742",1
"planta_2743",1
"planta_2744",0
"planta_2745",12
"planta_2746",0
"planta_2747",0
"planta_2748",0
"planta_2749",0
"planta_2750",24
"planta_2751",0
"planta_2752",2
"planta_2753",0
"planta_2754",0
"planta_2755",1
"planta_2756",0
"planta_2757",0
"planta_2758",0
"planta_2759",1
"planta_2760",68
"planta_2761",0
"planta_2762",2
"planta_2763",9
"planta_2764",0
"planta_2765",0
"planta_2766",0
"planta_2767",0
"planta_2768",0
"planta_2769",1
"planta_2770",0
"planta_2771",0
"planta_2772",0
"planta_2773",0
"planta_2774",0
"planta_2775",1
"planta_2776",15
"planta_2777",0
"planta_2778",0
"planta_2779",0
"planta_2780",0
"planta_2781",0
"planta_2782",0
"planta_2783",0
"planta_2784",0
"planta_2785",0
"planta_2786",0
"planta_2787",1
"planta_2788",0
"planta_2789",0
"planta_2790",0
"planta_2791",0
"planta_2792",0
"planta_2793",5
"planta_2794",0
"planta_2795",47
"planta_2796",18
"planta_2797",0
"planta_2798",3
"planta_2799",0
"planta_2800",0
"planta_2801",0
"planta_2802",0
"planta_2803",55
"planta_2804",0
"planta_2805",0
"planta_2806",0
"planta_2807",7
"planta_2808",19
"planta_2809",3
"planta_2810",0
"planta_2811",0
"planta_2812",9
"planta_2813",0
"planta_2814",0
"planta_2815",1
"planta_2816",99
"planta_2817",0
"planta_2818",22
"planta_2819",0
"planta_2820",0
"planta_2821",0
"planta_2822",0
"planta_2823",0
"planta_2824",41
"planta_2825",0
"planta_2826",0
"planta_2827",1
"planta_2828",0
"planta_2829",0
"planta_2830",0
"planta_2831",0
"planta_2832",0
"planta_2833",0
"planta_2834",0
"planta_2835",1
"planta_2836",1
"planta_2837",0
"planta_2838",0
"planta_2839",5
"planta_2840",82
"planta_2841",0
"planta_2842",0
"planta_2843",47
"planta_2844",0
"planta_2845",2
"planta_2846",2
"planta_2847",0
"planta_2848",107
"planta_2849",1
"planta_2850",0
"planta_2851",0
"planta_2852",0
"planta_2853",15
"planta_2854",1
"planta_2855",0
"planta_2856",0
"planta_2857",6
"planta_2858",0
"planta_2859",0
"planta_2860",5
"planta_2861",2
"planta_2862",0
"planta_2863",0
"planta_2864",0
"planta_2865",1
"planta_2866",0
"planta_2867",91
"planta_2868",0
"planta_2869",0
"planta_2870",0
"planta_2871",0
"planta_2872",0
"planta_2873",0
"planta_2874",9
"planta_2875",0
"planta_2876",0
"planta_2877",0
"planta_2878",11
"planta_2879",0
"planta_2880",0
"planta_2881",0
"planta_2882",0
"planta_2883",3
"planta_2884",0
"planta_2885",9
"planta_2886",29
"planta_2887",2
"planta_2888",0
"planta_2889",0
"planta_2890",0
"planta_2891",5
"planta_2892",0
"planta_2893",0
"planta_2894",16
"planta_2895",1
"planta_2896",11
"planta_2897",0
"planta_2898",0
"planta_2899",0
"planta_2900",6
"planta_2901",33
"planta_2902",0
"planta_2903",0
"planta_2904",0
"planta_2905",11
"planta_2906",0
"planta_2907",22
"planta_2908",24
"planta_2909",19
"planta_2910",0
"planta_2911",1
"planta_2912",0
"planta_2913",2
"planta_2914",42
"planta_2915",0
"planta_2916",3
"planta_2917",0
"planta_2918",12
"planta_2919",0
"planta_2920",0
"planta_2921",0
"planta_2922",0
"planta_2923",34
"planta_2924",0
"planta_2925",0
"planta_2926",0
"planta_2927",5
"planta_2928",0
"planta_2929",1
"planta_2930",0
"planta_2931",0
"planta_2932",0
"planta_2933",0
"planta_2934",0
"planta_2935",29
"planta_2936",0
"planta_2937",0
"planta_2938",0
"planta_2939",1
"planta_2940",4
"planta_2941",0
"planta_2942",0
"planta_2943",0
"planta_2944",0
"planta_2945",0
"planta_2946",0
"planta_2947",0
"planta_2948",0
"planta_2949",0
"planta_2950",8
"planta_2951",0
"planta_2952",0
"planta_2953",1
"planta_2954",18
"planta_2955",0
"planta_2956",64
"planta_2957",0
"planta_2958",0
"planta_2959",0
"planta_2960",0
"planta_2961",98
"planta_2962",0
"planta_2963",0
"planta_2964",0
"planta_2965",0
"planta_2966",0
"planta_2967",2
"planta_2968",9
"planta_2969",0
"planta_2970",0
"planta_2971",0
"planta_2972",26
"planta_2973",6
"planta_2974",0
"planta_2975",0
"planta_2976",0
"planta_2977",0
"planta_2978",10
"planta_2979",0
"planta_2980",0
"planta_2981",0
"planta_2982",1
"planta_2983",24
"planta_2984",0
"planta_2985",8
"planta_2986",0
"planta_2987",0
"planta_2988",0
"planta_2989",0
"planta_2990",2
"planta_2991",0
"planta_2992",0
"planta_2993",0
"planta_2994",13
"planta_2995",0
"planta_2996",1
"planta_2997",0
"planta_2998",8
"planta_2999",67
"planta_3000",0
"planta_3001",0
"planta_3002",0
"planta_3003",0
"planta_3004",0
"planta_3005",0
"planta_3006",0
"planta_3007",2
"planta_3008",0
"planta_3009",0
"planta_3010",0
"planta_3011",0
"planta_3012",0
"planta_3013",0
"planta_3014",0
"planta_3015",0
"planta_3016",0
"planta_3017",0
"planta_3018",2
"planta_3019",1
"planta_3020",3
"planta_3021",0
"planta_3022",0
"planta_3023",7
"planta_3024",0
"planta_3025",0
"planta_3026",0
"planta_3027",0
"planta_3028",9
"planta_3029",9
"planta_3030",1
"planta_3031",0
"planta_3032",0
"planta_3033",5
"planta_3034",0
"planta_3035",0
"planta_3036",0
"planta_3037",14
"planta_3038",0
"planta_3039",0
"planta_3040",0
"planta_3041",0
"planta_3042",35
"planta_3043",0
"planta_3044",0
"planta_3045",0
"planta_3046",0
"planta_3047",0
"planta_3048",0
"planta_3049",0
"planta_3050",0
"planta_3051",0
"planta_3052",0
"planta_3053",5
"planta_3054",0
"planta_3055",1
"planta_3056",0
"planta_3057",0
"planta_3058",0
"planta_3059",29
"planta_3060",1
"planta_3061",0
"planta_3062",1
"planta_3063",0
"planta_3064",0
"planta_3065",0
"planta_3066",0
"planta_3067",0
"planta_3068",1
"planta_3069",5
"planta_3070",1
"planta_3071",0
"planta_3072",0
"planta_3073",48
"planta_3074",0
"planta_3075",5
"planta_3076",0
"planta_3077",0
"planta_3078",12
"planta_3079",0
"planta_3080",0
"planta_3081",0
"planta_3082",1
"planta_3083",27
"planta_3084",0
"planta_3085",0
"planta_3086",9
"planta_3087",2
"planta_3088",0
"planta_3089",0
"planta_3090",0
"planta_3091",11
"planta_3092",0
"planta_3093",2
"planta_3094",0
"planta_3095",0
"planta_3096",6
"planta_3097",0
"planta_3098",8
"planta_3099",1
"planta_3100",0
"planta_3101",0
"planta_3102",0
"planta_3103",12
"planta_3104",19
"planta_3105",0
"planta_3106",0
"planta_3107",27
"planta_3108",0
"planta_3109",0
"planta_3110",0
"planta_3111",0
"planta_3112",0
"planta_3113",4
"planta_3114",5
"planta_3115",1
"planta_3116",0
"planta_3117",0
"planta_3118",0
"planta_3119",46
"planta_3120",0
"planta_3121",0
"planta_3122",0
"planta_3123",0
"planta_3124",0
"planta_3125",0
"planta_3126",0
"planta_3127",0
"planta_3128",0
"planta_3129",1
"planta_3130",5
"planta_3131",0
"planta_3132",0
"planta_3133",0
"planta_3134",29
"planta_3135",0
"planta_3136",0
"planta_3137",0
"planta_3138",0
"planta_3139",0
"planta_3140",2
"planta_3141",25
"planta_3142",0
"planta_3143",1
"planta_3144",0
"planta_3145",0
"planta_3146",11
"planta_3147",0
"planta_3148",0
"planta_3149",0
"planta_3150",0
"planta_3151",0
"planta_3152",0
"planta_3153",0
"planta_3154",0
"planta_3155",0
"planta_3156",26
"planta_3157",0
"planta_3158",0
"planta_3159",0
"planta_3160",0
"planta_3161",21
"planta_3162",26
"planta_3163",0
"planta_3164",0
"planta_3165",1
"planta_3166",1
"planta_3167",0
"planta_3168",0
"planta_3169",0
"planta_3170",20
"planta_3171",0
"planta_3172",0
"planta_3173",5
"planta_3174",214
"planta_3175",0
"planta_3176",0
"planta_3177",0
"planta_3178",0
"planta_3179",0
"planta_3180",0
"planta_3181",0
"planta_3182",0
"planta_3183",0
"planta_3184",0
"planta_3185",0
"planta_3186",0
"planta_3187",0
"planta_3188",0
"planta_3189",0
"planta_3190",0
"planta_3191",0
"planta_3192",0
"planta_3193",4
"planta_3194",0
"planta_3195",2
"planta_3196",0
"planta_3197",1
"planta_3198",0
"planta_3199",0
"planta_3200",176
"planta_3201",0
"planta_3202",23
"planta_3203",3
"planta_3204",53
"planta_3205",0
"planta_3206",5
"planta_3207",7
"planta_3208",4
"planta_3209",0
"planta_3210",25
"planta_3211",0
"planta_3212",0
"planta_3213",0
"planta_3214",0
"planta_3215",0
"planta_3216",0
"planta_3217",77
"planta_3218",1
